genus,species,accession,phenotype,antibiotic,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_platform,testing_standard,testing_standard_year,publication,isolation_source,isolation_country,collection_date
Klebsiella,pneumoniae,SRR5386051,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-09-16
Klebsiella,pneumoniae,SRR5386052,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-09-21
Klebsiella,pneumoniae,SRR5386053,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-08-18
Klebsiella,pneumoniae,SRR5386054,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-21
Klebsiella,pneumoniae,SRR5386056,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-21
Klebsiella,pneumoniae,SRR5386057,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-17
Klebsiella,pneumoniae,SRR5386058,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-24
Klebsiella,pneumoniae,SRR5386059,Resistant,meropenem,==,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-30
Klebsiella,pneumoniae,SRR5386061,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-09-16
Klebsiella,pneumoniae,SRR5386062,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-09-15
Klebsiella,pneumoniae,SRR5386063,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",pus,USA,2014-09-04
Klebsiella,pneumoniae,SRR5386064,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-09-20
Klebsiella,pneumoniae,SRR5386065,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-08-17
Klebsiella,pneumoniae,SRR5386066,Resistant,meropenem,==,4,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-08-17
Klebsiella,pneumoniae,SRR5386067,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-08-18
Klebsiella,pneumoniae,SRR5386068,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-26
Klebsiella,pneumoniae,SRR5386069,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-09-17
Klebsiella,pneumoniae,SRR5386070,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-28
Klebsiella,pneumoniae,SRR5386071,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-09-01
Klebsiella,pneumoniae,SRR5386072,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",drain,USA,2014-09-13
Klebsiella,pneumoniae,SRR5386075,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-09-18
Klebsiella,pneumoniae,SRR5386077,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-18
Klebsiella,pneumoniae,SRR5386078,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-08-28
Klebsiella,pneumoniae,SRR5386079,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-18
Klebsiella,pneumoniae,SRR5386080,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-09-03
Klebsiella,pneumoniae,SRR5386081,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-09-02
Klebsiella,pneumoniae,SRR5386082,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-09-03
Klebsiella,pneumoniae,SRR5386083,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-09-15
Klebsiella,pneumoniae,SRR5386084,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-09-13
Klebsiella,pneumoniae,SRR5386086,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",blood,USA,2014-09-20
Klebsiella,pneumoniae,SRR5386087,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-09-18
Klebsiella,pneumoniae,SRR5386088,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-09-19
Klebsiella,pneumoniae,SRR5386091,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-13
Klebsiella,pneumoniae,SRR5386092,Resistant,meropenem,==,4,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-08-28
Klebsiella,pneumoniae,SRR5386093,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-25
Klebsiella,pneumoniae,SRR5386094,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",bone,USA,2014-08-26
Klebsiella,pneumoniae,SRR5386095,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-09-11
Klebsiella,pneumoniae,SRR5386096,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",wound,USA,2014-09-16
Klebsiella,pneumoniae,SRR5386097,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-21
Klebsiella,pneumoniae,SRR5386098,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",wound,USA,2014-09-17
Klebsiella,pneumoniae,SRR5386099,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-09-21
Klebsiella,pneumoniae,SRR5386100,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-29
Klebsiella,pneumoniae,SRR5386101,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-09-11
Klebsiella,pneumoniae,SRR5386102,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-13
Klebsiella,pneumoniae,SRR5386103,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-14
Klebsiella,pneumoniae,SRR5386104,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",wound,USA,2014-07-22
Klebsiella,pneumoniae,SRR5386105,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-07-02
Klebsiella,pneumoniae,SRR5386106,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-06-30
Klebsiella,pneumoniae,SRR5386107,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-07-08
Klebsiella,pneumoniae,SRR5386108,Resistant,meropenem,==,4,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-07-02
Klebsiella,pneumoniae,SRR5386109,Resistant,meropenem,==,4,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",wound,USA,2014-06-24
Klebsiella,pneumoniae,SRR5386110,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-06-19
Klebsiella,pneumoniae,SRR5386111,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-07-04
Klebsiella,pneumoniae,SRR5386112,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",bile,USA,2014-06-26
Klebsiella,pneumoniae,SRR5386113,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-07-18
Klebsiella,pneumoniae,SRR5386114,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-06-25
Klebsiella,pneumoniae,SRR5386116,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-06-30
Klebsiella,pneumoniae,SRR5386118,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-25
Klebsiella,pneumoniae,SRR5386119,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-17
Klebsiella,pneumoniae,SRR5386120,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-21
Klebsiella,pneumoniae,SRR5386121,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-09-17
Klebsiella,pneumoniae,SRR5386122,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-24
Klebsiella,pneumoniae,SRR5386123,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",ulcer,USA,2014-08-26
Klebsiella,pneumoniae,SRR5386124,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-19
Klebsiella,pneumoniae,SRR5386125,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-20
Klebsiella,pneumoniae,SRR5386126,Resistant,meropenem,==,4,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-08-18
Klebsiella,pneumoniae,SRR5386127,Resistant,meropenem,==,4,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",blood,USA,2014-08-21
Klebsiella,pneumoniae,SRR5386129,Resistant,meropenem,==,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-07-10
Klebsiella,pneumoniae,SRR5386130,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-06-16
Klebsiella,pneumoniae,SRR5386131,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-07-14
Klebsiella,pneumoniae,SRR5386132,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-07-07
Klebsiella,pneumoniae,SRR5386133,Resistant,meropenem,==,4,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-07-03
Klebsiella,pneumoniae,SRR5386134,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",blood,USA,2014-06-30
Klebsiella,pneumoniae,SRR5386135,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-06-29
Klebsiella,pneumoniae,SRR5386136,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-07-14
Klebsiella,pneumoniae,SRR5386137,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-06-16
Klebsiella,pneumoniae,SRR5386139,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-07-27
Klebsiella,pneumoniae,SRR5386140,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-04
Klebsiella,pneumoniae,SRR5386141,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-07-30
Klebsiella,pneumoniae,SRR5386142,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",blood,USA,2014-08-02
Klebsiella,pneumoniae,SRR5386143,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",blood,USA,2014-08-10
Klebsiella,pneumoniae,SRR5386144,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-07-30
Klebsiella,pneumoniae,SRR5386145,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",wound,USA,2014-08-06
Klebsiella,pneumoniae,SRR5386146,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-07-30
Klebsiella,pneumoniae,SRR5386148,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-07-30
Klebsiella,pneumoniae,SRR5386149,Resistant,meropenem,==,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",wound,USA,2014-08-08
Klebsiella,pneumoniae,SRR5386151,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-08-10
Klebsiella,pneumoniae,SRR5386152,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-07-28
Klebsiella,pneumoniae,SRR5386153,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-07-28
Klebsiella,pneumoniae,SRR5386154,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2014-07-28
Klebsiella,pneumoniae,SRR5386155,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2014-07-28
Klebsiella,pneumoniae,SRR5386156,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",bone,USA,2014-07-30
Klebsiella,pneumoniae,SRR5386160,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2012-10-11
Klebsiella,pneumoniae,SRR5386161,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-10-05
Klebsiella,pneumoniae,SRR5386163,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",wound,USA,2012-10-07
Klebsiella,pneumoniae,SRR5386164,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-10-18
Klebsiella,pneumoniae,SRR5386166,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-10-01
Klebsiella,pneumoniae,SRR5386167,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-30
Klebsiella,pneumoniae,SRR5386168,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2012-10-01
Klebsiella,pneumoniae,SRR5386170,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",wound,USA,2012-10-01
Klebsiella,pneumoniae,SRR5386171,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",drain,USA,2012-09-30
Klebsiella,pneumoniae,SRR5386172,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-27
Klebsiella,pneumoniae,SRR5386174,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-23
Klebsiella,pneumoniae,SRR5386176,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2012-09-18
Klebsiella,pneumoniae,SRR5386177,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",wound,USA,2012-09-18
Klebsiella,pneumoniae,SRR5386178,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-18
Klebsiella,pneumoniae,SRR5386179,Resistant,meropenem,==,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2012-09-17
Klebsiella,pneumoniae,SRR5386181,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",blood,USA,2012-09-17
Klebsiella,pneumoniae,SRR5386182,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",blood,USA,2012-09-12
Klebsiella,pneumoniae,SRR5386183,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-14
Klebsiella,pneumoniae,SRR5386185,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-14
Klebsiella,pneumoniae,SRR5386186,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-13
Klebsiella,pneumoniae,SRR5386187,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2012-09-13
Klebsiella,pneumoniae,SRR5386190,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-11
Klebsiella,pneumoniae,SRR5386191,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-12
Klebsiella,pneumoniae,SRR5386192,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",ulcer,USA,2012-09-10
Klebsiella,pneumoniae,SRR5386193,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-05
Klebsiella,pneumoniae,SRR5386194,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-07
Klebsiella,pneumoniae,SRR5386195,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-07
Klebsiella,pneumoniae,SRR5386196,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-03
Klebsiella,pneumoniae,SRR5386197,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-05-26
Klebsiella,pneumoniae,SRR5386198,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-08-24
Klebsiella,pneumoniae,SRR5386199,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-05-26
Klebsiella,pneumoniae,SRR5386200,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-08-30
Klebsiella,pneumoniae,SRR5386201,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-06-10
Klebsiella,pneumoniae,SRR5386202,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-05-28
Klebsiella,pneumoniae,SRR5386203,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-05-24
Klebsiella,pneumoniae,SRR5386204,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-05-15
Klebsiella,pneumoniae,SRR5386205,Resistant,meropenem,==,4,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-05-12
Klebsiella,pneumoniae,SRR5386206,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-06-20
Klebsiella,pneumoniae,SRR5386208,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2012-09-04
Klebsiella,pneumoniae,SRR5386209,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-06-11
Klebsiella,pneumoniae,SRR5386210,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-05-23
Klebsiella,pneumoniae,SRR5386211,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-08-31
Klebsiella,pneumoniae,SRR5386212,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-01-07
Klebsiella,pneumoniae,SRR5386213,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2012-09-02
Klebsiella,pneumoniae,SRR5386215,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",wound,USA,2012-08-23
Klebsiella,pneumoniae,SRR5386216,Resistant,meropenem,==,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2012-08-30
Klebsiella,pneumoniae,SRR5386217,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-06-21
Klebsiella,pneumoniae,SRR5386218,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-08-31
Klebsiella,pneumoniae,SRR5386220,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",respiratory,USA,2012-09-04
Klebsiella,pneumoniae,SRR5386221,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-09-01
Klebsiella,pneumoniae,SRR5386222,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-05-24
Klebsiella,pneumoniae,SRR5386223,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-06-21
Klebsiella,pneumoniae,SRR5386224,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-05-15
Klebsiella,pneumoniae,SRR5386225,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",ulcer,USA,2012-08-30
Klebsiella,pneumoniae,SRR5386226,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-08-30
Klebsiella,pneumoniae,SRR5386227,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-05-25
Klebsiella,pneumoniae,SRR5386228,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-06-10
Klebsiella,pneumoniae,SRR5386229,Resistant,meropenem,>,8,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",wound,USA,2012-08-31
Klebsiella,pneumoniae,SRR5386230,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-05-24
Klebsiella,pneumoniae,SRR5386231,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-08-29
Klebsiella,pneumoniae,SRR5386232,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-05-14
Klebsiella,pneumoniae,SRR5386233,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-08-26
Klebsiella,pneumoniae,SRR5386234,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",ulcer,USA,2012-08-24
Klebsiella,pneumoniae,SRR5386235,Susceptible,meropenem,<=,1,mg/L,Broth dilution,BD Phoenix,CLSI,2017,"28512093,28776045",urine,USA,2012-08-24
