ARO	Gene Name	Antibiotic	AMR Gene Family	Drug Class	Resistance Mechanism
3002746	QnrB31	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002747	QnrB32	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002748	QnrB33	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002749	QnrB34	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002750	QnrB35	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002751	QnrB36	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002752	QnrB37	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002753	QnrB38	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002754	QnrB39	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002755	QnrB40	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002756	QnrB41	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002757	QnrB42	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002758	QnrB43	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002759	QnrB44	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002760	QnrB45	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002761	QnrB46	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002762	QnrB47	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002763	QnrB48	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002764	QnrB49	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002765	QnrB50	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002767	QnrB54	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002768	QnrB55	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002769	QnrB56	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002770	QnrB57	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002771	QnrB58	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002772	QnrB59	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002773	QnrB60	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002774	QnrB61	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002775	QnrB62	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002776	QnrB64	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002777	QnrB65	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002778	QnrB66	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002779	QnrB67	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002780	QnrB68	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002781	QnrB69	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002782	QnrB70	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002783	QnrB71	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002784	QnrB72	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002785	QnrB73	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002786	QnrB74	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002787	QnrC	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002788	QnrD1	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002789	QnrD2	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002790	QnrS1	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002791	QnrS2	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002792	QnrS3	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002793	QnrS4	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002794	QnrS5	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002795	QnrS6	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002796	QnrS7	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002797	QnrS8	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002798	QnrS9	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002799	QnrVC1	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002800	QnrVC3	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002801	QnrVC4	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002802	QnrVC5	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002803	QnrVC6	ciprofloxacin, levofloxacin, moxifloxacin, gatifloxacin, nalidixic acid, norfloxacin, sparfloxacin	quinolone resistance protein (qnr)	fluoroquinolone antibiotic	antibiotic target protection
3002804	FosA2	fosfomycin	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
3002812	pp-flo	chloramphenicol, florfenicol	major facilitator superfamily (MFS) antibiotic efflux pump	phenicol antibiotic	antibiotic efflux
3002813	lmrB	lincomycin, puromycin	ATP-binding cassette (ABC) antibiotic efflux pump	lincosamide antibiotic, nucleoside antibiotic	antibiotic efflux
3002814	clbA	lincomycin, clindamycin, azidamfenicol, chloramphenicol, thiamphenicol, virginiamycin M1, tiamulin, madumycin II, griseoviridin, dalfopristin	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, oxazolidinone antibiotic, phenicol antibiotic, pleuromutilin antibiotic	antibiotic target alteration
3002815	clbB	lincomycin, clindamycin, azidamfenicol, chloramphenicol, thiamphenicol, virginiamycin M1, tiamulin, madumycin II, griseoviridin, dalfopristin	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, oxazolidinone antibiotic, phenicol antibiotic, pleuromutilin antibiotic	antibiotic target alteration
3002816	clbC	lincomycin, clindamycin, azidamfenicol, chloramphenicol, thiamphenicol, virginiamycin M1, tiamulin, madumycin II, griseoviridin, dalfopristin	Cfr 23S ribosomal RNA methyltransferase	lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, oxazolidinone antibiotic, phenicol antibiotic, pleuromutilin antibiotic	antibiotic target alteration
3002817	carA	carbomycin	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic	antibiotic target protection
3002819	msrC	erythromycin, quinupristin	msr-type ABC-F protein	macrolide antibiotic, streptogramin antibiotic, streptogramin B antibiotic	antibiotic target protection
3002823	ErmH	erythromycin, lincomycin, pristinamycin IC, oleandomycin, carbomycin	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic, lincosamide antibiotic, streptogramin antibiotic, streptogramin B antibiotic	antibiotic target alteration
3002824	ErmV	erythromycin, tylosin, oleandomycin, chalcomycin, kitasamycin, carbomycin, celesticetin	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic, lincosamide antibiotic, streptogramin antibiotic	antibiotic target alteration
3002825	ErmY	erythromycin, azithromycin, oleandomycin	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic, lincosamide antibiotic, streptogramin antibiotic	antibiotic target alteration
3002826	EreA2	erythromycin	macrolide esterase	macrolide antibiotic	antibiotic inactivation
3002827	tlrC	lincomycin, tylosin, mycinamicin	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic, lincosamide antibiotic	antibiotic target protection
3002828	srmB	spiramycin	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic	antibiotic target protection
3002829	vgaA	clindamycin, virginiamycin M1	vga-type ABC-F protein	lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, pleuromutilin antibiotic	antibiotic target protection
3002830	vgaALC	lincomycin, clindamycin, virginiamycin M1	vga-type ABC-F protein	lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, pleuromutilin antibiotic	antibiotic target protection
3002831	vgaC	lincomycin, clindamycin, virginiamycin M1, tiamulin, valnemulin	vga-type ABC-F protein	lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, pleuromutilin antibiotic	antibiotic target protection
3002832	vgaD	dalfopristin	vga-type ABC-F protein	streptogramin antibiotic, streptogramin A antibiotic, pleuromutilin antibiotic	antibiotic target protection
3002833	vgaE	clindamycin, virginiamycin M1, tiamulin	vga-type ABC-F protein	lincosamide antibiotic, streptogramin antibiotic, streptogramin A antibiotic, pleuromutilin antibiotic	antibiotic target protection
3002835	lnuA	lincomycin, pirlimycin	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
3002836	lnuB	lincomycin, clindamycin	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
3002837	lnuC	lincomycin	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
3002838	lnuD	lincomycin, clindamycin	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
3002839	lnuF	lincomycin, clindamycin	lincosamide nucleotidyltransferase (LNU)	lincosamide antibiotic	antibiotic inactivation
3002840	vatA	virginiamycin M1, madumycin II, griseoviridin, dalfopristin	streptogramin vat acetyltransferase	streptogramin antibiotic, streptogramin A antibiotic	antibiotic inactivation
3002841	vatB	virginiamycin M1, madumycin II, griseoviridin, dalfopristin	streptogramin vat acetyltransferase	streptogramin antibiotic, streptogramin A antibiotic	antibiotic inactivation
3002842	vatC	virginiamycin M1, madumycin II, griseoviridin, dalfopristin	streptogramin vat acetyltransferase	streptogramin antibiotic, streptogramin A antibiotic	antibiotic inactivation
3002843	vatD	virginiamycin M1, madumycin II, griseoviridin, dalfopristin	streptogramin vat acetyltransferase	streptogramin antibiotic, streptogramin A antibiotic	antibiotic inactivation
3002844	vatE	virginiamycin M1, madumycin II, griseoviridin, dalfopristin	streptogramin vat acetyltransferase	streptogramin antibiotic, streptogramin A antibiotic	antibiotic inactivation
3002845	vatH	virginiamycin M1, madumycin II, griseoviridin, dalfopristin	streptogramin vat acetyltransferase	streptogramin antibiotic, streptogramin A antibiotic	antibiotic inactivation
3002846	arr-1	rifampin, rifaximin, rifabutin, rifapentine	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
3002847	arr-2	rifampin, rifaximin, rifabutin, rifapentine	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
3002848	arr-3	rifampin, rifaximin, rifabutin, rifapentine	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
3002849	arr-4	rifampin, rifaximin, rifabutin, rifapentine	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
3002850	arr-5	rifampin, rifaximin, rifabutin, rifapentine	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
3002852	arr-7	rifampin, rifaximin, rifabutin, rifapentine	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
3002853	arr-8	rifampin, rifaximin, rifabutin, rifapentine	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
3002854	dfrA1	trimethoprim	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
3002856	dfrA24	trimethoprim	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
